,Date,Open,Close,Change
88,2010-11-02,21.68,21.25,-0.019834
89,2010-11-03,21.280001000000002,21.77,0.023026
90,2010-11-04,22.6,24.9,0.10177
91,2010-11-05,24.870001000000002,24.440001000000002,-0.01729
92,2010-11-08,24.5,24.98,0.019592
93,2010-11-09,25.0,24.629998999999998,-0.0148
94,2010-11-10,24.48,29.360001,0.199346
95,2010-11-11,28.6,28.040001,-0.01958
96,2010-11-12,28.25,29.84,0.056283
97,2010-11-15,30.219998999999998,30.799999,0.019193
98,2010-11-16,31.0,29.67,-0.042903
99,2010-11-17,30.200001,29.49,-0.02351
100,2010-11-18,30.67,29.889999,-0.025432
101,2010-11-19,30.16,30.99,0.02752
102,2010-11-22,31.57,33.400002,0.057966
103,2010-11-23,33.290001000000004,34.57,0.03845
104,2010-11-24,35.27,35.470001,0.005671
105,2010-11-26,35.599998,35.32,-0.007865
106,2010-11-29,35.41,34.330002,-0.0305
107,2010-11-30,33.740002000000004,35.330002,0.047125
108,2010-12-01,35.869999,34.349998,-0.042375
109,2010-12-02,34.009997999999996,32.349998,-0.048809
110,2010-12-03,32.009997999999996,31.49,-0.016245
111,2010-12-06,31.35,30.309998999999998,-0.033174
112,2010-12-07,30.49,31.559998999999998,0.035093
113,2010-12-08,32.48,32.369999,-0.003387
114,2010-12-09,32.509997999999996,32.049999,-0.014149
115,2010-12-10,32.049999,31.52,-0.016537
116,2010-12-13,31.639999,30.549999,-0.03445
117,2010-12-14,30.290001,28.530001000000002,-0.058105
118,2010-12-15,28.67,29.6,0.032438
119,2010-12-16,30.0,30.809998999999998,0.027
120,2010-12-17,31.34,31.360001,0.000638
121,2010-12-20,31.639999,31.700001,0.001896
122,2010-12-21,31.799999,32.259997999999996,0.014465
123,2010-12-22,32.25,32.630001,0.011783
124,2010-12-23,31.26,30.09,-0.037428
125,2010-12-27,28.02,25.549999,-0.088151
126,2010-12-28,25.85,26.41,0.021663
127,2010-12-29,27.030001000000002,27.73,0.025897
128,2010-12-30,27.700001,26.5,-0.043321
129,2010-12-31,26.57,26.629998999999998,0.002258
130,2011-01-03,26.84,26.620001000000002,-0.008197
131,2011-01-04,26.66,26.67,0.000375
132,2011-01-05,26.48,26.83,0.013218
133,2011-01-06,26.83,27.879998999999998,0.039135
134,2011-01-07,28.0,28.24,0.008571
135,2011-01-10,28.17,28.450001,0.00994
136,2011-01-11,28.59,26.959999,-0.057013
137,2011-01-12,27.01,26.959999,-0.001851
138,2011-01-13,26.959999,26.219998999999998,-0.027448
139,2011-01-14,26.15,25.75,-0.015296
140,2011-01-18,25.48,25.639999,0.006279
141,2011-01-19,25.27,24.030001000000002,-0.04907
142,2011-01-20,24.030001000000002,22.620001000000002,-0.058677
143,2011-01-21,23.120001000000002,23.040001,-0.00346
144,2011-01-24,23.530001000000002,24.49,0.040799
145,2011-01-25,24.65,24.68,0.001217
146,2011-01-26,24.709999,24.75,0.001619
147,2011-01-27,24.74,24.92,0.007276
148,2011-01-28,24.879998999999998,24.01,-0.034968
149,2011-01-31,24.049999,24.1,0.002079
150,2011-02-01,24.309998999999998,23.91,-0.016454
151,2011-02-02,24.16,23.940001000000002,-0.009106
152,2011-02-03,23.82,23.629998999999998,-0.007977
153,2011-02-04,23.440001000000002,23.459999,0.000853
154,2011-02-07,23.26,23.07,-0.008169
155,2011-02-08,23.780001000000002,24.49,0.029857
156,2011-02-09,24.129998999999998,23.209999,-0.038127
157,2011-02-10,23.26,23.219998999999998,-0.00172
158,2011-02-11,23.25,23.25,0.0
159,2011-02-14,23.639999,23.08,-0.023689
160,2011-02-15,23.01,22.84,-0.007388
161,2011-02-16,23.1,24.73,0.070563
162,2011-02-17,24.629998999999998,23.6,-0.041819
163,2011-02-18,23.33,23.18,-0.006429
164,2011-02-22,22.879998999999998,21.870001000000002,-0.044143
165,2011-02-23,22.18,21.83,-0.01578
166,2011-02-24,21.780001000000002,22.530001000000002,0.034435
167,2011-02-25,22.809998999999998,23.610001,0.035072
168,2011-02-28,23.74,23.889999,0.006318
169,2011-03-01,24.049999,23.940001000000002,-0.004574
170,2011-03-02,23.82,24.02,0.008396
171,2011-03-03,24.48,24.360001,-0.004902
172,2011-03-04,24.48,24.950001,0.019199
173,2011-03-07,24.93,24.940001000000002,0.000401
174,2011-03-08,24.6,24.66,0.002439
175,2011-03-09,24.66,24.719998999999998,0.002433
176,2011-03-10,24.440001000000002,24.01,-0.017594
177,2011-03-11,23.85,24.07,0.009224
178,2011-03-14,23.82,23.25,-0.023929
179,2011-03-15,22.200001,22.950001,0.033784
180,2011-03-16,22.860001,22.82,-0.00175
181,2011-03-17,23.24,22.809998999999998,-0.018503
182,2011-03-18,23.190001000000002,22.959999,-0.009918
183,2011-03-21,23.049999,22.73,-0.013883
184,2011-03-22,22.73,22.190001000000002,-0.023757
185,2011-03-23,22.110001,22.209999,0.004523
186,2011-03-24,22.139999,22.33,0.008582
187,2011-03-25,22.43,22.75,0.014267
188,2011-03-28,22.700001,23.25,0.024229
189,2011-03-29,23.299999,23.92,0.026609
190,2011-03-30,24.110001,23.709999,-0.016591
191,2011-03-31,26.549999,27.75,0.045198
192,2011-04-01,27.450001,26.66,-0.02878
193,2011-04-04,26.83,25.83,-0.037272
194,2011-04-05,25.9,26.700001,0.030888
195,2011-04-06,26.99,26.49,-0.018525
196,2011-04-07,26.85,27.24,0.014525
197,2011-04-08,27.58,26.49,-0.039521
198,2011-04-11,26.469998999999998,25.27,-0.045334
199,2011-04-12,25.08,24.65,-0.017145
200,2011-04-13,25.129998999999998,24.93,-0.007959
201,2011-04-14,24.870001000000002,25.139999,0.010856
202,2011-04-15,25.65,25.58,-0.002729
203,2011-04-18,25.129998999999998,25.030001000000002,-0.003979
204,2011-04-19,25.26,25.16,-0.003959
205,2011-04-20,25.700001,25.75,0.001945
206,2011-04-21,25.85,26.74,0.034429
207,2011-04-25,26.700001,26.389999,-0.011611
208,2011-04-26,26.66,26.93,0.010128
209,2011-04-27,26.93,27.08,0.00557
210,2011-04-28,27.07,27.66,0.021795
211,2011-04-29,27.690001000000002,27.6,-0.00325
212,2011-05-02,27.6,27.450001,-0.005435
213,2011-05-03,27.379998999999998,26.870001000000002,-0.018627
214,2011-05-04,26.780001000000002,26.690001000000002,-0.003361
215,2011-05-05,27.200001,26.440001000000002,-0.027941
216,2011-05-06,26.9,27.120001000000002,0.008178
217,2011-05-09,27.0,27.91,0.033704
218,2011-05-10,28.24,28.33,0.003187
219,2011-05-11,28.200001,27.07,-0.040071
220,2011-05-12,27.07,27.67,0.022165
221,2011-05-13,28.0,27.549999,-0.016071
222,2011-05-16,27.99,26.6,-0.049661
223,2011-05-17,27.0,25.959999,-0.038519
224,2011-05-18,26.1,26.35,0.009579
225,2011-05-19,27.030001000000002,28.200001,0.043285
226,2011-05-20,28.26,27.969998999999998,-0.010262
227,2011-05-23,27.620001000000002,26.82,-0.028965
228,2011-05-24,27.02,26.719998999999998,-0.011103
229,2011-05-25,26.9,28.98,0.077323
230,2011-05-26,28.82,29.48,0.022901
231,2011-05-27,29.540001,29.549999,0.000338
232,2011-05-31,29.690001000000002,30.139999,0.015157
233,2011-06-01,30.0,28.52,-0.049333
234,2011-06-02,28.52,28.76,0.008415
235,2011-06-03,29.950001,30.129998999999998,0.00601
236,2011-06-06,30.1,28.700001,-0.046512
237,2011-06-07,28.940001000000002,28.370001000000002,-0.019696
238,2011-06-08,28.440001000000002,27.120001000000002,-0.046414
239,2011-06-09,27.43,27.620001000000002,0.006927
240,2011-06-10,27.52,27.860001,0.012355
241,2011-06-13,28.07,28.43,0.012825
242,2011-06-14,28.540001,28.6,0.002102
243,2011-06-15,28.440001000000002,27.32,-0.039381
244,2011-06-16,27.67,26.5,-0.042284
245,2011-06-17,26.870001000000002,26.5,-0.01377
246,2011-06-20,26.290001,26.01,-0.01065
247,2011-06-21,26.24,27.530001000000002,0.049162
248,2011-06-22,27.370001000000002,27.209999,-0.005846
249,2011-06-23,27.200001,27.709999,0.01875
250,2011-06-24,27.639999,27.57,-0.002533
251,2011-06-27,27.73,27.459999,-0.009737
252,2011-06-28,27.790001,28.110001,0.011515
253,2011-06-29,28.5,28.290001,-0.007368
254,2011-06-30,28.5,29.129998999999998,0.022105
255,2011-07-01,29.07,29.02,-0.00172
256,2011-07-05,29.02,29.139999,0.004135
257,2011-07-06,29.139999,28.959999,-0.006177
258,2011-07-07,29.139999,29.73,0.020247
259,2011-07-08,29.889999,28.809998999999998,-0.036132
260,2011-07-11,28.4,28.35,-0.001761
261,2011-07-12,28.370001000000002,28.17,-0.00705
262,2011-07-13,28.43,28.639999,0.007387
263,2011-07-14,28.530001000000002,27.610001,-0.032247
264,2011-07-15,27.790001,27.58,-0.007557
265,2011-07-18,27.34,27.23,-0.004023
266,2011-07-19,27.58,27.889999,0.01124
267,2011-07-20,28.0,28.690001000000002,0.024643
268,2011-07-21,28.91,28.700001,-0.007264
269,2011-07-22,28.700001,29.290001,0.020557
270,2011-07-25,29.01,28.49,-0.017925
271,2011-07-26,28.309998999999998,28.0,-0.01095
272,2011-07-27,28.5,27.639999,-0.030175
273,2011-07-28,27.6,28.17,0.020652
274,2011-07-29,27.799999,28.17,0.013309
275,2011-08-01,28.67,28.77,0.003488
276,2011-08-02,28.690001000000002,27.34,-0.047055
277,2011-08-03,27.5,27.200001,-0.010909
278,2011-08-04,26.51,24.75,-0.06639
279,2011-08-05,24.99,24.24,-0.030012
280,2011-08-08,23.1,23.639999,0.023377
281,2011-08-09,24.15,25.059998999999998,0.037681
282,2011-08-10,25.440001000000002,23.82,-0.063679
283,2011-08-11,24.040001,25.299999,0.052413
284,2011-08-12,25.6,26.309998999999998,0.027734
285,2011-08-15,26.620001000000002,26.23,-0.014651
286,2011-08-16,26.129998999999998,26.1,-0.001148
287,2011-08-17,26.389999,25.83,-0.02122
288,2011-08-18,25.0,24.26,-0.0296
289,2011-08-19,23.860001,22.299999,-0.065381
290,2011-08-22,23.110001,21.950001,-0.050195
291,2011-08-23,21.93,22.959999,0.046968
292,2011-08-24,23.1,23.870001000000002,0.033333
293,2011-08-25,23.870001000000002,23.110001,-0.031839
294,2011-08-26,22.709999,23.73,0.044914
295,2011-08-29,24.219998999999998,24.709999,0.020231
296,2011-08-30,24.5,24.629998999999998,0.005306
297,2011-08-31,24.799999,24.74,-0.002419
298,2011-09-01,24.66,24.0,-0.026764
299,2011-09-02,23.66,23.07,-0.024937
300,2011-09-06,22.5,22.940001000000002,0.019556
301,2011-09-07,23.389999,23.84,0.019239
302,2011-09-08,23.58,23.610001,0.001272
303,2011-09-09,23.370001000000002,22.969998999999998,-0.017116
304,2011-09-12,22.5,22.879998999999998,0.016889
305,2011-09-13,23.01,24.08,0.046502
306,2011-09-14,24.25,24.34,0.003711
307,2011-09-15,24.58,24.82,0.009764
308,2011-09-16,24.780001000000002,25.799999,0.041162
309,2011-09-19,24.950001,25.77,0.032866
310,2011-09-20,25.98,26.01,0.001155
311,2011-09-21,25.950001,25.85,-0.003854
312,2011-09-22,25.639999,25.629998999999998,-0.00039
313,2011-09-23,25.49,26.379998999999998,0.034916
314,2011-09-26,26.52,25.52,-0.037707
315,2011-09-27,26.0,26.190001000000002,0.007308
316,2011-09-28,26.0,24.59,-0.054231
317,2011-09-29,25.719998999999998,24.120001000000002,-0.062208
318,2011-09-30,24.799999,24.389999,-0.016532
319,2011-10-03,24.950001,23.73,-0.048898
320,2011-10-04,23.290001,23.66,0.015887
321,2011-10-05,24.030001000000002,25.370001000000002,0.055764
322,2011-10-06,25.370001000000002,26.959999,0.062672
323,2011-10-07,26.98,26.99,0.000371
324,2011-10-10,27.309998999999998,27.879998999999998,0.020871
325,2011-10-11,27.51,27.610001,0.003635
326,2011-10-12,27.25,27.799999,0.020183
327,2011-10-13,27.629998999999998,27.940001000000002,0.01122
328,2011-10-14,28.0,28.049999,0.001786
329,2011-10-17,27.860001,27.42,-0.015793
330,2011-10-18,27.299999,28.34,0.038095
331,2011-10-19,28.02,27.57,-0.01606
332,2011-10-20,27.440001000000002,27.34,-0.003644
333,2011-10-21,27.4,28.030001000000002,0.022993
334,2011-10-24,27.870001000000002,28.549999,0.024399
335,2011-10-25,28.23,28.25,0.000708
336,2011-10-26,28.190001000000002,27.98,-0.007449
337,2011-10-27,28.34,28.76,0.01482
338,2011-10-28,28.5,29.870001000000002,0.04807
339,2011-10-31,29.5,29.370001000000002,-0.004407
340,2011-11-01,28.389999,28.879998999999998,0.01726
341,2011-11-02,29.0,28.709999,-0.01
342,2011-11-03,30.0,32.459998999999996,0.082
343,2011-11-04,31.459999,32.310001,0.027019
344,2011-11-07,31.639999,31.27,-0.011694
345,2011-11-08,31.370001000000002,31.84,0.014982
346,2011-11-09,30.870001000000002,30.879998999999998,0.000324
347,2011-11-10,30.940001000000002,31.33,0.012605
348,2011-11-11,31.9,33.639998999999996,0.054545
349,2011-11-14,33.0,33.220001,0.006667
350,2011-11-15,32.919998,33.93,0.030681
351,2011-11-16,33.48,34.939999,0.043608
352,2011-11-17,34.5,33.68,-0.023768
353,2011-11-18,33.639998999999996,32.599998,-0.030916
354,2011-11-21,32.439999,31.76,-0.020962
355,2011-11-22,31.76,32.07,0.009761
356,2011-11-23,31.76,31.450001,-0.009761
357,2011-11-25,31.549999,31.66,0.003487
358,2011-11-28,32.0,32.560001,0.0175
359,2011-11-29,32.490002000000004,31.75,-0.022776
360,2011-11-30,32.5,32.740002000000004,0.007385
361,2011-12-01,32.57,32.599998,0.000921
362,2011-12-02,32.830002,33.299999,0.014316
363,2011-12-05,33.529999,34.419998,0.026543
364,2011-12-06,34.200001,34.869999,0.019591
365,2011-12-07,34.630001,34.189999,-0.012706
366,2011-12-08,30.84,30.889999,0.001621
367,2011-12-09,30.540001,31.040001,0.016372
368,2011-12-12,30.440001000000002,30.41,-0.000986
369,2011-12-13,30.57,29.450001,-0.036637
370,2011-12-14,29.5,28.530001000000002,-0.032881
371,2011-12-15,28.67,28.620001000000002,-0.001744
372,2011-12-16,28.790001,28.0,-0.02744
373,2011-12-19,28.09,27.75,-0.012104
374,2011-12-20,28.049999,27.9,-0.005348
375,2011-12-21,27.91,27.57,-0.012182
376,2011-12-22,27.6,27.77,0.006159
377,2011-12-23,28.0,27.9,-0.003571
378,2011-12-27,27.66,28.57,0.032899
379,2011-12-28,28.99,28.51,-0.016557
380,2011-12-29,28.59,28.73,0.004897
381,2011-12-30,28.49,28.559998999999998,0.002457
382,2012-01-03,28.940001000000002,28.08,-0.029717
383,2012-01-04,28.209999,27.709999,-0.017724
384,2012-01-05,27.76,27.120001000000002,-0.023055
385,2012-01-06,27.200001,26.91,-0.010662
386,2012-01-09,27.0,27.25,0.009259
387,2012-01-10,27.440001000000002,27.620001000000002,0.00656
388,2012-01-11,27.620001000000002,28.23,0.022085
389,2012-01-12,28.48,28.25,-0.008076
390,2012-01-13,28.4,22.790001,-0.197535
391,2012-01-17,26.620001000000002,26.6,-0.000751
392,2012-01-18,26.690001000000002,26.809998999999998,0.004496
393,2012-01-19,27.190001000000002,26.76,-0.015815
394,2012-01-20,26.9,26.6,-0.011152
395,2012-01-23,26.809998999999998,26.77,-0.001492
396,2012-01-24,26.629998999999998,27.42,0.029666
397,2012-01-25,27.27,27.969998999999998,0.025669
398,2012-01-26,28.07,28.940001000000002,0.030994
399,2012-01-27,28.5,29.33,0.029123
400,2012-01-30,29.49,29.57,0.002713
401,2012-01-31,29.9,29.07,-0.027759
402,2012-02-01,29.07,29.58,0.017544
403,2012-02-02,29.719998999999998,30.25,0.017833
404,2012-02-03,30.41,31.15,0.024334
405,2012-02-06,31.1,31.799999,0.022508
406,2012-02-07,31.799999,31.6,-0.006289
407,2012-02-08,31.6,31.93,0.010443
408,2012-02-09,32.0,32.580002,0.018125
409,2012-02-10,32.259997999999996,31.1,-0.035958
410,2012-02-13,31.549999,31.49,-0.001902
411,2012-02-14,31.74,33.169998,0.045053
412,2012-02-15,33.099998,33.599998,0.015106
413,2012-02-16,33.5,34.18,0.020299
414,2012-02-17,33.990002000000004,34.970001,0.028832
415,2012-02-21,34.869999,34.5,-0.010611
416,2012-02-22,34.5,34.220001,-0.008116
417,2012-02-23,33.990002000000004,34.529999,0.015887
418,2012-02-24,34.23,33.75,-0.014023
419,2012-02-27,33.41,33.619999,0.006286
420,2012-02-28,33.639998999999996,33.810001,0.005054
421,2012-02-29,33.810001,33.41,-0.011831
422,2012-03-01,33.509997999999996,34.41,0.026858
423,2012-03-02,34.400002,34.040001000000004,-0.010465
424,2012-03-05,34.349998,33.77,-0.016885
425,2012-03-06,33.25,33.110001000000004,-0.00421
426,2012-03-07,33.119999,33.119999,0.0
427,2012-03-08,33.110001000000004,33.07,-0.001208
428,2012-03-09,33.200001,34.740002000000004,0.046386
429,2012-03-12,34.689999,36.009997999999996,0.038051
430,2012-03-13,36.509997999999996,36.09,-0.011504
431,2012-03-14,36.0,35.290001000000004,-0.019722
432,2012-03-15,35.279999,35.0,-0.007936
433,2012-03-16,34.900002,35.32,0.012034
434,2012-03-19,35.259997999999996,34.98,-0.007941
435,2012-03-20,34.98,34.959998999999996,-0.000572
436,2012-03-21,34.939999,35.150002,0.00601
437,2012-03-22,34.970001,34.400002,-0.0163
438,2012-03-23,34.259997999999996,34.080002,-0.005254
439,2012-03-26,35.59,37.400002,0.050857
440,2012-03-27,37.16,37.939999,0.02099
441,2012-03-28,37.779999,37.849998,0.001853
442,2012-03-29,38.189999,37.330002,-0.022519
443,2012-03-30,37.52,37.240002000000004,-0.007463
444,2012-04-02,37.330002,36.580002,-0.020091
445,2012-04-03,36.700001,38.009997999999996,0.035695
446,2012-04-04,35.27,35.0,-0.007655
447,2012-04-05,35.099998,34.48,-0.017664
448,2012-04-09,34.099998,33.150002,-0.027859
449,2012-04-10,33.150002,32.459998999999996,-0.020815
450,2012-04-11,33.240002000000004,33.09,-0.004513
451,2012-04-12,33.77,33.439999,-0.009772
452,2012-04-13,33.939999,33.59,-0.010312
453,2012-04-16,33.41,32.25,-0.03472
454,2012-04-17,32.43,32.240002000000004,-0.005859
455,2012-04-18,32.09,32.66,0.017763
456,2012-04-19,32.75,33.16,0.012519
457,2012-04-20,33.139998999999996,33.16,0.000604
458,2012-04-23,32.860001000000004,31.940001000000002,-0.027998
459,2012-04-24,31.82,31.82,0.0
460,2012-04-25,32.07,32.91,0.026193
461,2012-04-26,32.959998999999996,33.490002000000004,0.01608
462,2012-04-27,33.599998,33.34,-0.007738
463,2012-04-30,33.27,33.130001,-0.004208
464,2012-05-01,33.130001,33.779999,0.01962
465,2012-05-02,33.5,33.939999,0.013134
466,2012-05-03,33.91,32.459998999999996,-0.04276
467,2012-05-04,32.32,31.83,-0.015161
468,2012-05-07,31.959999,32.470001,0.015958
469,2012-05-08,32.5,30.190001000000002,-0.071077
470,2012-05-09,30.299999,30.059998999999998,-0.007921
471,2012-05-10,32.970001,32.959998999999996,-0.000303
472,2012-05-11,32.490002000000004,32.25,-0.007387
473,2012-05-14,31.92,30.059998999999998,-0.058271
474,2012-05-15,30.26,29.43,-0.027429
475,2012-05-16,29.58,29.18,-0.013523
476,2012-05-17,29.299999,28.57,-0.024915
477,2012-05-18,28.370001000000002,27.559998999999998,-0.028551
478,2012-05-21,27.58,28.77,0.043147
479,2012-05-22,30.1,30.799999,0.023256
480,2012-05-23,30.559998999999998,31.02,0.015052
481,2012-05-24,31.25,30.280001000000002,-0.03104
482,2012-05-25,30.16,29.809998999999998,-0.011605
483,2012-05-29,30.01,31.690001000000002,0.055981
484,2012-05-30,31.08,30.41,-0.021557
485,2012-05-31,30.07,29.5,-0.018956
486,2012-06-01,28.530001000000002,28.15,-0.013319
487,2012-06-04,28.030001000000002,27.879998999999998,-0.005351
488,2012-06-05,27.84,27.91,0.002514
489,2012-06-06,28.200001,29.219998999999998,0.03617
490,2012-06-07,29.809998999999998,28.93,-0.02952
491,2012-06-08,28.860001,30.08,0.042273
492,2012-06-11,30.309998999999998,29.120001000000002,-0.039261
493,2012-06-12,29.23,29.66,0.014711
494,2012-06-13,29.549999,29.77,0.007445
495,2012-06-14,30.18,29.389999,-0.026176
496,2012-06-15,29.389999,29.91,0.017693
497,2012-06-18,29.940001000000002,31.84,0.06346
498,2012-06-19,32.02,32.09,0.002186
499,2012-06-20,33.5,33.779999,0.008358
500,2012-06-21,34.259997999999996,32.189999,-0.06042
501,2012-06-22,32.599998,33.790001000000004,0.036503
502,2012-06-25,33.939999,33.110001000000004,-0.024455
503,2012-06-26,32.049999,31.610001,-0.013728
504,2012-06-27,31.9,31.959999,0.001881
505,2012-06-28,31.9,31.41,-0.015361
506,2012-06-29,32.799999,31.290001,-0.046037
507,2012-07-02,31.35,30.4,-0.030303
508,2012-07-03,30.6,30.66,0.001961
509,2012-07-05,30.809998999999998,31.23,0.013632
510,2012-07-06,30.99,30.99,0.0
511,2012-07-09,30.940001000000002,31.49,0.017776
512,2012-07-10,31.540001,31.27,-0.008561
513,2012-07-11,31.57,31.51,-0.001901
514,2012-07-12,31.290001,32.700001,0.045062
515,2012-07-13,32.970001,34.25,0.038823
516,2012-07-16,34.32,35.959998999999996,0.047786
517,2012-07-17,35.0,33.349998,-0.047143
518,2012-07-18,31.42,32.150002,0.023234
519,2012-07-19,32.720001,32.27,-0.013753
520,2012-07-20,32.07,31.790001,-0.008731
521,2012-07-23,31.049999,30.66,-0.01256
522,2012-07-24,30.66,29.84,-0.026745
523,2012-07-25,29.92,28.950001,-0.03242
524,2012-07-26,29.9,28.129998999999998,-0.059197
525,2012-07-27,28.709999,29.51,0.027865
526,2012-07-30,29.51,27.35,-0.073196
527,2012-07-31,27.540001,27.42,-0.004357
528,2012-08-01,27.99,26.25,-0.062165
529,2012-08-02,26.84,26.1,-0.027571
530,2012-08-03,26.9,27.27,0.013755
531,2012-08-06,27.549999,28.27,0.026134
532,2012-08-07,28.77,30.25,0.051442
533,2012-08-08,29.9,29.09,-0.02709
534,2012-08-09,29.52,29.41,-0.003726
535,2012-08-10,29.309998999999998,29.940001000000002,0.021494
536,2012-08-13,29.690001000000002,31.17,0.049848
537,2012-08-14,30.75,29.42,-0.043252
538,2012-08-15,29.389999,29.4,0.00034
539,2012-08-16,29.530001000000002,30.299999,0.026075
540,2012-08-17,30.290001,30.01,-0.009244
541,2012-08-20,30.15,29.51,-0.021227
542,2012-08-21,29.58,29.110001,-0.015889
543,2012-08-22,29.01,29.950001,0.032403
544,2012-08-23,30.0,30.73,0.024333
545,2012-08-24,30.059998999999998,29.5,-0.018629
546,2012-08-27,29.57,28.32,-0.042273
547,2012-08-28,28.4,28.690001000000002,0.010211
548,2012-08-29,28.49,28.41,-0.002808
549,2012-08-30,28.6,28.41,-0.006643
550,2012-08-31,28.610001,28.52,-0.003146
551,2012-09-04,28.52,28.139999,-0.013324
552,2012-09-05,28.01,27.940001000000002,-0.002499
553,2012-09-06,28.0,28.549999,0.019643
554,2012-09-07,28.549999,29.35,0.028021
555,2012-09-10,29.200001,27.370001000000002,-0.062671
556,2012-09-11,27.76,27.799999,0.001441
557,2012-09-12,27.9,28.280001000000002,0.01362
558,2012-09-13,28.57,29.48,0.031852
559,2012-09-14,30.0,30.389999,0.013
560,2012-09-17,32.349998,32.540001000000004,0.005873
561,2012-09-18,31.879998999999998,31.34,-0.016938
562,2012-09-19,31.0,31.049999,0.001613
563,2012-09-20,30.93,30.9,-0.00097
564,2012-09-21,31.1,30.02,-0.034727
